epsilon,size,number_of_threads,policy_type,id_rep,compression_ratio,space_saving,time,clustering_type,low_rank_generator_type,symmetry_type,generator_type,hardware_type,version
1e-10,262144,16,omp_task,mean,68.4456,0.98539,31.5235,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,262144,16,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,1,par,0,126.369,0.992087,174.222,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,1,par,mean,126.369,0.992087,174.222,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,1,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,2,par,0,126.369,0.992087,96.0026,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,2,par,mean,126.369,0.992087,96.0026,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,2,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,4,par,0,126.369,0.992087,65.1899,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,4,par,mean,126.369,0.992087,65.1899,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,4,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,8,par,0,126.369,0.992087,64.8359,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,8,par,mean,126.369,0.992087,64.8359,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,8,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,16,par,0,126.369,0.992087,50.698,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,16,par,mean,126.369,0.992087,50.698,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,16,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,1,omp_task,0,126.369,0.992087,174.347,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,1,omp_task,mean,126.369,0.992087,174.347,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,1,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,2,omp_task,0,126.369,0.992087,95.3215,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,2,omp_task,mean,126.369,0.992087,95.3215,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,2,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,4,omp_task,0,126.369,0.992087,75.5312,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,4,omp_task,mean,126.369,0.992087,75.5312,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,4,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,8,omp_task,0,126.369,0.992087,73.9588,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,8,omp_task,mean,126.369,0.992087,73.9588,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,8,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,16,omp_task,0,126.369,0.992087,68.5716,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,16,omp_task,mean,126.369,0.992087,68.5716,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-10,524288,16,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,1,par,0,106.93,0.990648,49.0107,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,1,par,mean,106.93,0.990648,49.0107,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,1,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,2,par,0,106.93,0.990648,27.8559,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,2,par,mean,106.93,0.990648,27.8559,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,2,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,4,par,0,106.93,0.990648,19.8792,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,4,par,mean,106.93,0.990648,19.8792,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,4,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,8,par,0,106.93,0.990648,20.2696,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,8,par,mean,106.93,0.990648,20.2696,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,8,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,16,par,0,106.93,0.990648,17.5748,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,16,par,mean,106.93,0.990648,17.5748,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,16,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,1,omp_task,0,106.93,0.990648,49.0036,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,1,omp_task,mean,106.93,0.990648,49.0036,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,1,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,2,omp_task,0,106.93,0.990648,27.9973,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,2,omp_task,mean,106.93,0.990648,27.9973,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,2,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,4,omp_task,0,106.93,0.990648,21.9946,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,4,omp_task,mean,106.93,0.990648,21.9946,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,4,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,8,omp_task,0,106.93,0.990648,21.9442,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,8,omp_task,mean,106.93,0.990648,21.9442,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,8,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,16,omp_task,0,106.93,0.990648,20.4947,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,16,omp_task,mean,106.93,0.990648,20.4947,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,262144,16,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,1,par,0,198.564,0.994964,109.492,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,1,par,mean,198.564,0.994964,109.492,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,1,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,2,par,0,198.564,0.994964,60.6914,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,2,par,mean,198.564,0.994964,60.6914,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,2,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,4,par,0,198.564,0.994964,42.6358,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,4,par,mean,198.564,0.994964,42.6358,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,4,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,8,par,0,198.564,0.994964,42.7331,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,8,par,mean,198.564,0.994964,42.7331,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,8,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,16,par,0,198.564,0.994964,34.9393,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,16,par,mean,198.564,0.994964,34.9393,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,16,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,1,omp_task,0,198.564,0.994964,107.691,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,1,omp_task,mean,198.564,0.994964,107.691,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,1,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,2,omp_task,0,198.564,0.994964,59.8475,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,2,omp_task,mean,198.564,0.994964,59.8475,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,2,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,4,omp_task,0,198.564,0.994964,48.6138,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,4,omp_task,mean,198.564,0.994964,48.6138,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,4,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,8,omp_task,0,198.564,0.994964,47.5168,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,8,omp_task,mean,198.564,0.994964,47.5168,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,8,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,16,omp_task,0,198.564,0.994964,44.0906,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,16,omp_task,mean,198.564,0.994964,44.0906,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
1e-07,524288,16,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,1,par,0,198.42,0.99496,28.1661,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,1,par,mean,198.42,0.99496,28.1661,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,1,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,2,par,0,198.42,0.99496,15.9202,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,2,par,mean,198.42,0.99496,15.9202,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,2,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,4,par,0,198.42,0.99496,11.4855,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,4,par,mean,198.42,0.99496,11.4855,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,4,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,8,par,0,198.42,0.99496,11.2318,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,8,par,mean,198.42,0.99496,11.2318,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,8,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,16,par,0,198.42,0.99496,9.88864,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,16,par,mean,198.42,0.99496,9.88864,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,16,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,1,omp_task,0,198.42,0.99496,27.9212,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,1,omp_task,mean,198.42,0.99496,27.9212,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,1,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,2,omp_task,0,198.42,0.99496,15.8625,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,2,omp_task,mean,198.42,0.99496,15.8625,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,2,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,4,omp_task,0,198.42,0.99496,13.1736,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,4,omp_task,mean,198.42,0.99496,13.1736,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,4,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,8,omp_task,0,198.42,0.99496,13.2118,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,8,omp_task,mean,198.42,0.99496,13.2118,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,8,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,16,omp_task,0,198.42,0.99496,12.5238,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,16,omp_task,mean,198.42,0.99496,12.5238,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,262144,16,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,1,par,0,372,0.997312,60.6075,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,1,par,mean,372,0.997312,60.6075,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,1,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,2,par,0,372,0.997312,34.659,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,2,par,mean,372,0.997312,34.659,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,2,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,4,par,0,372,0.997312,24.6246,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,4,par,mean,372,0.997312,24.6246,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,4,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,8,par,0,372,0.997312,24.2881,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,8,par,mean,372,0.997312,24.2881,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,8,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,16,par,0,372,0.997312,21.2299,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,16,par,mean,372,0.997312,21.2299,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,16,par,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,1,omp_task,0,372,0.997312,61.5265,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,1,omp_task,mean,372,0.997312,61.5265,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,1,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,2,omp_task,0,372,0.997312,34.6027,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,2,omp_task,mean,372,0.997312,34.6027,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,2,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,4,omp_task,0,372,0.997312,28.5309,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,4,omp_task,mean,372,0.997312,28.5309,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,4,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,8,omp_task,0,372,0.997312,28.4653,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,8,omp_task,mean,372,0.997312,28.4653,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,8,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,16,omp_task,0,372,0.997312,27.0166,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,16,omp_task,mean,372,0.997312,27.0166,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
0.0001,524288,16,omp_task,stddev,nan,nan,nan,PCARegularN,sympartialACA,S,Helmholtz,cpu_amd_irene,c348f93
